pair_id	bsa_a_norm_surface	bsa_b_norm_surface
b2rsh2_q9cpv9	0.022329327241425	0.0234524254682666
b2ruj5_ide	0.0688201047090089	0.0431309467761716
b2ruj5_o70589	0.0557421957030204	0.0426763098764171
b2ruj5_q06890	0.0178721478381138	0.0318368405357398
b2ruj5_q4zjn1	0.0138042824970854	0.0362999844406411
b2ruj5_q9jhr7	0.0769701007263011	0.0483289777808751
b2ruj5_q9z108	0.0285479771464985	0.0551509865775964
b2rws6_a0a0r4j008	0.00301065776174209	0.0293843070569659
b2rws6_a3kn90	0.0389478498957254	0.0707558403838869
b2rws6_o08537	0.0135124553794189	0.059804280930401
b2rws6_o09106	0.0037685999053212	0.0214809074600637
b2rws6_o35253	0.0121067311506033	0.060902713625866
b2rws6_o70343	0.0271302089330723	0.0997976135637546
b2rws6_o88895	0.0133250809247815	0.0517350197145555
b2rws6_p02340	0.0195255184943513	0.124836934681134
b2rws6_p04202	0.00667434332578462	0.0304398613990225
b2rws6_p05627	0.0129086221676326	0.159174935890289
b2rws6_p23204	0.0275150014713597	0.0995147576980034
b2rws6_p42227	0.0168324185314551	0.0544901094388124
b2rws6_p42582	0.0110802978543738	0.146496893923063
b2rws6_p70288	0.0105169590194347	0.0393586253827832
b2rws6_p97481	0.0416222699881012	0.0595783464265052
b2rws6_q00731	0.00478901981857496	0.0885283123783634
b2rws6_q00899	0.0174782174797528	0.136104484804675
b2rws6_q02566	0.0087080182704487	0.00758517932182476
b2rws6_q08369	0.0157171918780947	0.126117963601185
b2rws6_q08874	0.0197189063319643	0.0801957561437751
b2rws6_q3tkt4	0.0275897209534411	0.0319977912219276
b2rws6_q60751	0.0237661049911079	0.0438784490467927
b2rws6_q60795	0.034412991466114	0.0802363566873856
b2rws6_q60843	0.0236177535536535	0.185460315183678
b2rws6_q60929	0.00164408449442802	0.0518647968808955
b2rws6_q61169	0.0137939968525698	0.0899096806443917
b2rws6_q61221	0.0603342545324275	0.0942656619279203
b2rws6_q62432	0.00913464860092887	0.0988302778962055
b2rws6_q63943	0.00664485216033982	0.0719423624781445
b2rws6_q8blr9	0.00576427538735143	0.0726812906688133
b2rws6_q8cfn5	0.00521398687291291	0.0867862724753412
b2rws6_q8cfu8	0.0105407566627004	0.178410963464366
b2rws6_q8vhj7	0.0490230811550813	0.109632122901628
b2rws6_q8vii8	0.0431874768100923	0.0883726755218217
b2rws6_q8vim5	0.043435816732558	0.109738567725082
b2rws6_q923e4	0.0537611151626812	0.136743447180302
b2rws6_q9epw2	0.0128685755959007	0.140413347522043
b2rws6_q9est8	0.00740650468915928	0.0258083618660844
b2rws6_q9jhd1	0.0316484346012616	0.0566010573226145
b2rws6_q9r1e0	0.019913829501401	0.109884380135554
b2rws6_q9wtn3	0.0327846441228777	0.0432523044759099
b2rws6_q9wtx7	0.00507484742640003	0.0677707865168539
b2rx47_q3tdd9	0.00722288369949301	0.00571776869765447
b2rx47_q8r071	0.0184739399293286	0.0229901870752762
b2rx88_q60598	0.0195204244339431	0.0353578687173853
b2ry04_o70468	0.0168266482761845	0.0134794552254261
b2ry04_p63001	0	0.0681467758507956
b2ry04_q6pdn3	0.0384548488337434	0.0350778346582659
b2ry45_p97953	0.0123902810590147	0.0297884873597736
b2ry45_q3mi99	0.0153656504585136	0.0436819772992468
b2ry83_o08992	0.00676923692129283	0.0146313986836404
b2ry83_q61735	0.00754091313519079	0.0163878097385213
b5b2u2_b5b2u2	0.0256356736242884	0.029068703245798
b5b2u2_p05017	0.00124190711543432	0.031749230229567
b5b2u2_p42227	0.0100382658689883	0.0113411768284799
b5b2u2_q6q477	0.0260052197923431	0.0151468273189634
b5b2u2_q8bwg9	0.0130344140657013	0.0430863542707929
b7znf6_p18293	0.026624432689599	0.0297785698983599
b7zwm4_o70145	0.00626303045596832	0.0121371951562307
b7zwm4_q8bg99	0.0101730384469799	0.0461834711381434
b7zwm4_q8veb4	0	0.00541547237076649
b7zwm4_q9d311	0.0058524847239496	0.0328991140325807
b8jk39_a2ava0	0.0393433601449541	0.0157674554912448
b8jk39_p10923	0.00475441045041074	0.0195905465659082
b9eiw1_e9q9k5	0.0680993826452912	0.071263243822384
b9eiw1_o55143	0.0161285964596263	0.0107656256657151
b9eiw1_q02257	0.0234755268803118	0.021571124051584
b9ek12_g3uyl9	0.0845110237939315	0.02531370888745
c3vpr6_p06804	0.00303763214040332	0.0435306750847414
c3vpr6_q00731	0.00302395101312665	0.013906274134256
d3ku66_q9jjy3	0.0352446540369136	0.0245598943595548
d3yu50_q60598	0.00713285878081406	0.0246582806921176
d3yu50_q8r071	0.00480639690426142	0.0188162831579776
d3yu50_q9z2b5	0.0074828014523218	0.0149901906929295
d3yvf0_p05132	0.0223326602725896	0.038850705620203
d3yvf0_p48455	0.0173545207030632	0.0217499662906198
d3yvf0_p63087	0.0313423355207808	0.0660483739763915
d3yvf0_p97305	0.0148636210668013	0.0112595535376466
d3yvf0_q01063	0.0124751808850749	0.0123298314816729
d3yvf0_q7ts72	0.00841014639071176	0.00955918986244991
d3yvf0_q99246	0.0661821470637725	0.00718078223483742
d3yvf0_q9epk8	0.0115211172808346	0.0094277748092126
d3ywh8_p70326	0.0705930578195417	0.0153449606962381
d3yyu8_q62407	0.0660832635119546	0.0374299042107364
d3z249_p60761	0.100948905109489	0.0912526671408251
d3z3k2_a0a2i3bpz8	0.0312227130145317	0.00451490309543492
d3z3k2_q3v0q1	0.0457574205663316	0.00973238864311428
d3z3y1_p06837	0.00894597683397683	0.0445498701005309
d3z3y1_q60769	0.0100622702702703	0.0121567683620999
d3z4i0_q9dcf9	0.00429899613899614	0.0203966742828129
d3z6f0_p05480	0.0271602057396977	0.0272599636665396
d3z6f0_q9qy05	0.0242556596742862	0.0676264180545498
d3z7p3_p15105	0.0162861640340878	0.02784000383914
d3z7p3_p29758	0.0101695344587382	0.0148067261781192
d3z7p3_p60324	0.009947800756301	0.0473281114012185
d3z7p3_q61753	0.00735005156597731	0.00989861762004569
d6rcy8_q3uv55	0.0291934075636435	0.0276367520075769
d6rin0_q9jhb2	0.0187560857685778	0.0306111906512402
e0cz16_p83741	0.0393360379052987	0.011120091369798
e0cz16_q80ue6	0.0268419477047268	0.009758651869101
e0cz42_q6ns57	0	0.013018816890326
e0cz42_q9cq18	0	0.0320581705986379
e2jf22_p04202	0.00612385860867928	0.0140344081465902
e2jf22_p35278	0.00165919467193825	0.0138171138547518
e2jf22_p46938	0.00541325425962534	0.0460359768738492
e2jf22_q6pe84	0	0.0141589995157589
e2jf22_q704y3	0.00450325943707051	0.0123632215087489
e2jf22_q7tn37	0.000464381530641062	0.00134738478971033
e2jf22_q8c8s3	0.00107637908312153	0.00812066087713781
e2jf22_q8cbx0	0.00390655888167184	0.00551528460233944
e2jf22_q9epk8	0.00358849901157865	0.0333621055804459
e9pvu7_q9jkd3	0.0102614180239676	0.0358047589359934
e9pwh2_p06240	0.0143493865286704	0.0247690965152132
e9pwh2_q9cs72	0.0339646106335031	0.0395959416773485
e9pwh2_q9est8	0.0327994324346883	0.0633602093440157
e9pwl1_a0a9l6ke70	0.02774144969609	0.261562089869383
e9pwq3_p09055	0.00619685015006653	0.0181311527710258
e9pwq3_p33434	0.00570518889817135	0.0135367980785915
e9px95_o35129	0.0142631263865901	0.0887390880709499
e9px95_o70343	0.0194606237748119	0.0394329613504317
e9px95_p11416	0.00675270861945511	0.0142628450667019
e9px95_q00623	0.008751217851651	0.0420721271393643
e9px95_q3u1n2	0.0169573076968224	0.0323129150835573
e9px95_q8vdj3	0.0169470953504478	0.020695611356047
e9px95_q9qz82	0.00456163209728727	0.0102656137033535
e9pxf7_q9qy05	0.0328820645729165	0.0915480931692011
e9pxx8_p05622	0.0391321790978702	0.0333373099611529
e9pxx8_p13516	0.0175386839502245	0.0416359783840607
e9pxx8_q5eg47	0.0454861000629457	0.0639895183690582
e9pxx8_q91v92	0.0204892473490167	0.0130000980344101
e9pxx8_q9jln9	0.0621774377632826	0.0302419600738974
e9py62_p03930	0.00500681850437186	0.111800139275766
e9pyf4_p04202	0.00993538488773493	0.0586637715807472
e9pyf4_q5fw52	0.0351384651697991	0.0799378263951666
e9q0a8_m1vpi1	0.103052843803056	0.0107564181304508
e9q0a8_p37238	0.306289261460102	0.024086890775852
e9q0a8_q91yi4	0.103544142614601	0.010899632448702
e9q1a8_p34884	0.00602044575428256	0.0277454310205402
e9q1m6_q3tbl6	0.0101224378106287	0.0825472402504164
e9q1p8_q60843	0.0226847730302551	0.0380599530272334
e9q236_p0c605	0.00532274028142142	0.00765873711520931
e9q236_p51437	0.00144455044121154	0.00803775391560085
e9q236_p60755	0.00195987359885523	0.0132770664664197
e9q238_q9cr16	0.00463534933307191	0.0220178512938094
e9q2e9_a2a7a1	0.0863968733345177	0.019161762175185
e9q2e9_a2ari4	0.0429866761414106	0.00674208611748923
e9q2e9_a3kn90	0.0755604903179961	0.0126431367596919
e9q2e9_g3x8u9	0.0530175874933381	0.018798642596868
e9q2e9_o35601	0.0267464913839048	0.00483694640343757
e9q2e9_o70176	0	0
e9q2e9_p01101	0.0019445727482679	0.000868351503138421
e9q2e9_p04202	0.00699840113696927	0.00324426152612386
e9q2e9_p06537	0.0277726061467401	0.00570851165002377
e9q2e9_p09055	0.000816130751465623	0.000171973748176957
e9q2e9_p15066	0.000734411085450347	0.000398269061387049
e9q2e9_p22387	0	0
e9q2e9_p25799	0.0237384970687511	0.00432120561655754
e9q2e9_p28352	0.0410943329188133	0.0186610287608536
e9q2e9_p48755	0.000460117249955587	0.000288472381983445
e9q2e9_p58043	0.014809379996447	0.00402861417848619
e9q2e9_q04207	0	0
e9q2e9_q3tbl6	0.040390122579499	0.0275122049279191
e9q2e9_q5bkp2	0.0258301652158465	0.00488598487220703
e9q2e9_q61221	0.0616859122401847	0.0118573060262774
