threshold	threshold_label	group1	group2	n_pairs	mean_group1	mean_group2	mean_diff	median_diff	t_statistic	df	p_value	conf_low	conf_high	wilcox_p_value	p_adj_bh	wilcox_p_adj_bh
0.05	0.05	CAPRINIM	BioGRID	17	0.7327686189486968	0.03591057835551617	0.6968580405931807	0	3.0632270101734957	16	0.007430364107015976	0.2145976504385661	1.1791184307477953	0.014266186701446927	0.008319942120556907	0.014266186701446927
0.05	0.05	CAPRINIM	STRING	17	0.7327686189486968	0.1837669299792758	0.549001688969421	0	3.009104504138447	16	0.008319942120556907	0.1622316089914519	0.9357717689473901	0.014266186701446927	0.008319942120556907	0.014266186701446927
