source_db	pathway_id	pathway_name	source	target	edge_id
kegg	mmu:04020	Calcium signaling pathway	GM2036	ATP2A1	ATP2A1||GM2036
kegg	mmu:04020	Calcium signaling pathway	GM2036	ATP2A2	ATP2A2||GM2036
kegg	mmu:04020	Calcium signaling pathway	GM2036	ATP2A3	ATP2A3||GM2036
kegg	mmu:04020	Calcium signaling pathway	PHKB	CALM1	CALM1||PHKB
kegg	mmu:04020	Calcium signaling pathway	PHKB	CALM2	CALM2||PHKB
kegg	mmu:04020	Calcium signaling pathway	PHKB	CALM3	CALM3||PHKB
kegg	mmu:04020	Calcium signaling pathway	PHKB	CALM5	CALM5||PHKB
kegg	mmu:04020	Calcium signaling pathway	PHKB	CALML3	CALML3||PHKB
kegg	mmu:04020	Calcium signaling pathway	PHKB	CALML4	CALML4||PHKB
kegg	mmu:04020	Calcium signaling pathway	PHKB	CALM4	CALM4||PHKB
kegg	mmu:04020	Calcium signaling pathway	PPIF	SLC25A4	PPIF||SLC25A4
kegg	mmu:04020	Calcium signaling pathway	PPIF	SLC25A5	PPIF||SLC25A5
kegg	mmu:04020	Calcium signaling pathway	PPIF	VDAC1	PPIF||VDAC1
kegg	mmu:04020	Calcium signaling pathway	PPIF	VDAC2	PPIF||VDAC2
kegg	mmu:04020	Calcium signaling pathway	PPIF	VDAC3	PPIF||VDAC3
kegg	mmu:04020	Calcium signaling pathway	PPIF	SLC25A31	PPIF||SLC25A31
kegg	mmu:04020	Calcium signaling pathway	CAMK2D	CALM1	CALM1||CAMK2D
kegg	mmu:04020	Calcium signaling pathway	CAMK2D	CALM2	CALM2||CAMK2D
kegg	mmu:04020	Calcium signaling pathway	CAMK2D	CALM3	CALM3||CAMK2D
kegg	mmu:04020	Calcium signaling pathway	CAMK2D	CALM5	CALM5||CAMK2D
kegg	mmu:04020	Calcium signaling pathway	CAMK2D	CALML3	CALML3||CAMK2D
kegg	mmu:04020	Calcium signaling pathway	CAMK2D	CALML4	CALML4||CAMK2D
kegg	mmu:04020	Calcium signaling pathway	CAMK2D	CALM4	CALM4||CAMK2D
kegg	mmu:04020	Calcium signaling pathway	GRM5	GNA11	GNA11||GRM5
kegg	mmu:04020	Calcium signaling pathway	GRM5	GNA14	GNA14||GRM5
kegg	mmu:04020	Calcium signaling pathway	GRM5	GNA15	GNA15||GRM5
kegg	mmu:04020	Calcium signaling pathway	GRM5	GNAQ	GNAQ||GRM5
kegg	mmu:04020	Calcium signaling pathway	PHKA2	CALM1	CALM1||PHKA2
kegg	mmu:04020	Calcium signaling pathway	PHKA2	CALM2	CALM2||PHKA2
kegg	mmu:04020	Calcium signaling pathway	PHKA2	CALM3	CALM3||PHKA2
kegg	mmu:04020	Calcium signaling pathway	PHKA2	CALM5	CALM5||PHKA2
kegg	mmu:04020	Calcium signaling pathway	PHKA2	CALML3	CALML3||PHKA2
kegg	mmu:04020	Calcium signaling pathway	PHKA2	CALML4	CALML4||PHKA2
kegg	mmu:04020	Calcium signaling pathway	PHKA2	CALM4	CALM4||PHKA2
kegg	mmu:04020	Calcium signaling pathway	ADORA2A	GNAL	ADORA2A||GNAL
kegg	mmu:04020	Calcium signaling pathway	ADORA2A	GNAS	ADORA2A||GNAS
kegg	mmu:04020	Calcium signaling pathway	ADORA2B	GNAL	ADORA2B||GNAL
kegg	mmu:04020	Calcium signaling pathway	ADORA2B	GNAS	ADORA2B||GNAS
kegg	mmu:04020	Calcium signaling pathway	ADRA1B	GNA11	ADRA1B||GNA11
kegg	mmu:04020	Calcium signaling pathway	ADRA1B	GNA14	ADRA1B||GNA14
kegg	mmu:04020	Calcium signaling pathway	ADRA1B	GNA15	ADRA1B||GNA15
kegg	mmu:04020	Calcium signaling pathway	ADRA1B	GNAQ	ADRA1B||GNAQ
kegg	mmu:04020	Calcium signaling pathway	ADRA1A	GNA11	ADRA1A||GNA11
kegg	mmu:04020	Calcium signaling pathway	ADRA1A	GNA14	ADRA1A||GNA14
kegg	mmu:04020	Calcium signaling pathway	ADRA1A	GNA15	ADRA1A||GNA15
kegg	mmu:04020	Calcium signaling pathway	ADRA1A	GNAQ	ADRA1A||GNAQ
kegg	mmu:04020	Calcium signaling pathway	ADRA1D	GNA11	ADRA1D||GNA11
kegg	mmu:04020	Calcium signaling pathway	ADRA1D	GNA14	ADRA1D||GNA14
kegg	mmu:04020	Calcium signaling pathway	ADRA1D	GNA15	ADRA1D||GNA15
kegg	mmu:04020	Calcium signaling pathway	ADRA1D	GNAQ	ADRA1D||GNAQ
kegg	mmu:04020	Calcium signaling pathway	ADRB1	GNAL	ADRB1||GNAL
kegg	mmu:04020	Calcium signaling pathway	ADRB1	GNAS	ADRB1||GNAS
kegg	mmu:04020	Calcium signaling pathway	ADRB2	GNAL	ADRB2||GNAL
kegg	mmu:04020	Calcium signaling pathway	ADRB2	GNAS	ADRB2||GNAS
kegg	mmu:04020	Calcium signaling pathway	ADRB3	GNAL	ADRB3||GNAL
kegg	mmu:04020	Calcium signaling pathway	ADRB3	GNAS	ADRB3||GNAS
kegg	mmu:04020	Calcium signaling pathway	AGTR1A	GNA11	AGTR1A||GNA11
kegg	mmu:04020	Calcium signaling pathway	AGTR1A	GNA14	AGTR1A||GNA14
kegg	mmu:04020	Calcium signaling pathway	AGTR1A	GNA15	AGTR1A||GNA15
kegg	mmu:04020	Calcium signaling pathway	AGTR1A	GNAQ	AGTR1A||GNAQ
kegg	mmu:04020	Calcium signaling pathway	AGTR1B	GNA11	AGTR1B||GNA11
kegg	mmu:04020	Calcium signaling pathway	AGTR1B	GNA14	AGTR1B||GNA14
kegg	mmu:04020	Calcium signaling pathway	AGTR1B	GNA15	AGTR1B||GNA15
kegg	mmu:04020	Calcium signaling pathway	AGTR1B	GNAQ	AGTR1B||GNAQ
kegg	mmu:04020	Calcium signaling pathway	STIM2	ORAI1	ORAI1||STIM2
kegg	mmu:04020	Calcium signaling pathway	STIM2	ORAI2	ORAI2||STIM2
kegg	mmu:04020	Calcium signaling pathway	STIM2	ORAI3	ORAI3||STIM2
kegg	mmu:04020	Calcium signaling pathway	SLC25A4	SLC25A5	SLC25A4||SLC25A5
kegg	mmu:04020	Calcium signaling pathway	SLC25A4	VDAC1	SLC25A4||VDAC1
kegg	mmu:04020	Calcium signaling pathway	SLC25A4	VDAC2	SLC25A4||VDAC2
kegg	mmu:04020	Calcium signaling pathway	SLC25A4	VDAC3	SLC25A4||VDAC3
kegg	mmu:04020	Calcium signaling pathway	SLC25A4	SLC25A31	SLC25A31||SLC25A4
kegg	mmu:04020	Calcium signaling pathway	SLC25A5	VDAC1	SLC25A5||VDAC1
kegg	mmu:04020	Calcium signaling pathway	SLC25A5	VDAC2	SLC25A5||VDAC2
kegg	mmu:04020	Calcium signaling pathway	SLC25A5	VDAC3	SLC25A5||VDAC3
kegg	mmu:04020	Calcium signaling pathway	SLC25A5	SLC25A31	SLC25A31||SLC25A5
kegg	mmu:04020	Calcium signaling pathway	BDKRB1	GNA11	BDKRB1||GNA11
kegg	mmu:04020	Calcium signaling pathway	BDKRB1	GNA14	BDKRB1||GNA14
kegg	mmu:04020	Calcium signaling pathway	BDKRB1	GNA15	BDKRB1||GNA15
kegg	mmu:04020	Calcium signaling pathway	BDKRB1	GNAQ	BDKRB1||GNAQ
kegg	mmu:04020	Calcium signaling pathway	BDKRB2	GNA11	BDKRB2||GNA11
kegg	mmu:04020	Calcium signaling pathway	BDKRB2	GNA14	BDKRB2||GNA14
kegg	mmu:04020	Calcium signaling pathway	BDKRB2	GNA15	BDKRB2||GNA15
kegg	mmu:04020	Calcium signaling pathway	BDKRB2	GNAQ	BDKRB2||GNAQ
kegg	mmu:04020	Calcium signaling pathway	CACNA1C	RYR1	CACNA1C||RYR1
kegg	mmu:04020	Calcium signaling pathway	CACNA1C	RYR2	CACNA1C||RYR2
kegg	mmu:04020	Calcium signaling pathway	CACNA1C	RYR3	CACNA1C||RYR3
kegg	mmu:04020	Calcium signaling pathway	CACNA1D	RYR1	CACNA1D||RYR1
kegg	mmu:04020	Calcium signaling pathway	CACNA1D	RYR2	CACNA1D||RYR2
kegg	mmu:04020	Calcium signaling pathway	CACNA1D	RYR3	CACNA1D||RYR3
kegg	mmu:04020	Calcium signaling pathway	CACNA1S	RYR1	CACNA1S||RYR1
kegg	mmu:04020	Calcium signaling pathway	CACNA1S	RYR2	CACNA1S||RYR2
kegg	mmu:04020	Calcium signaling pathway	CACNA1S	RYR3	CACNA1S||RYR3
kegg	mmu:04020	Calcium signaling pathway	CALM1	ADCY3	ADCY3||CALM1
kegg	mmu:04020	Calcium signaling pathway	CALM1	MYLK	CALM1||MYLK
kegg	mmu:04020	Calcium signaling pathway	CALM1	ADCY8	ADCY8||CALM1
kegg	mmu:04020	Calcium signaling pathway	CALM1	NOS1	CALM1||NOS1
kegg	mmu:04020	Calcium signaling pathway	CALM1	NOS2	CALM1||NOS2
kegg	mmu:04020	Calcium signaling pathway	CALM1	NOS3	CALM1||NOS3
kegg	mmu:04020	Calcium signaling pathway	CALM1	PDE1A	CALM1||PDE1A
kegg	mmu:04020	Calcium signaling pathway	CALM1	PDE1B	CALM1||PDE1B
kegg	mmu:04020	Calcium signaling pathway	CALM1	PDE1C	CALM1||PDE1C
kegg	mmu:04020	Calcium signaling pathway	CALM1	MYLK3	CALM1||MYLK3
kegg	mmu:04020	Calcium signaling pathway	CALM1	MYLK2	CALM1||MYLK2
kegg	mmu:04020	Calcium signaling pathway	CALM1	MYLK4	CALM1||MYLK4
kegg	mmu:04020	Calcium signaling pathway	CALM1	ADCY1	ADCY1||CALM1
kegg	mmu:04020	Calcium signaling pathway	CALM2	ADCY3	ADCY3||CALM2
kegg	mmu:04020	Calcium signaling pathway	CALM2	MYLK	CALM2||MYLK
kegg	mmu:04020	Calcium signaling pathway	CALM2	ADCY8	ADCY8||CALM2
kegg	mmu:04020	Calcium signaling pathway	CALM2	NOS1	CALM2||NOS1
kegg	mmu:04020	Calcium signaling pathway	CALM2	NOS2	CALM2||NOS2
kegg	mmu:04020	Calcium signaling pathway	CALM2	NOS3	CALM2||NOS3
kegg	mmu:04020	Calcium signaling pathway	CALM2	PDE1A	CALM2||PDE1A
kegg	mmu:04020	Calcium signaling pathway	CALM2	PDE1B	CALM2||PDE1B
kegg	mmu:04020	Calcium signaling pathway	CALM2	PDE1C	CALM2||PDE1C
kegg	mmu:04020	Calcium signaling pathway	CALM2	MYLK3	CALM2||MYLK3
kegg	mmu:04020	Calcium signaling pathway	CALM2	MYLK2	CALM2||MYLK2
kegg	mmu:04020	Calcium signaling pathway	CALM2	MYLK4	CALM2||MYLK4
kegg	mmu:04020	Calcium signaling pathway	CALM2	ADCY1	ADCY1||CALM2
kegg	mmu:04020	Calcium signaling pathway	CALM3	ADCY3	ADCY3||CALM3
kegg	mmu:04020	Calcium signaling pathway	CALM3	MYLK	CALM3||MYLK
kegg	mmu:04020	Calcium signaling pathway	CALM3	ADCY8	ADCY8||CALM3
kegg	mmu:04020	Calcium signaling pathway	CALM3	NOS1	CALM3||NOS1
kegg	mmu:04020	Calcium signaling pathway	CALM3	NOS2	CALM3||NOS2
kegg	mmu:04020	Calcium signaling pathway	CALM3	NOS3	CALM3||NOS3
kegg	mmu:04020	Calcium signaling pathway	CALM3	PDE1A	CALM3||PDE1A
kegg	mmu:04020	Calcium signaling pathway	CALM3	PDE1B	CALM3||PDE1B
kegg	mmu:04020	Calcium signaling pathway	CALM3	PDE1C	CALM3||PDE1C
kegg	mmu:04020	Calcium signaling pathway	CALM3	MYLK3	CALM3||MYLK3
kegg	mmu:04020	Calcium signaling pathway	CALM3	MYLK2	CALM3||MYLK2
kegg	mmu:04020	Calcium signaling pathway	CALM3	MYLK4	CALM3||MYLK4
kegg	mmu:04020	Calcium signaling pathway	CALM3	ADCY1	ADCY1||CALM3
kegg	mmu:04020	Calcium signaling pathway	CAMK2A	CALM1	CALM1||CAMK2A
kegg	mmu:04020	Calcium signaling pathway	CAMK2A	CALM2	CALM2||CAMK2A
kegg	mmu:04020	Calcium signaling pathway	CAMK2A	CALM3	CALM3||CAMK2A
kegg	mmu:04020	Calcium signaling pathway	CAMK2A	CALM5	CALM5||CAMK2A
kegg	mmu:04020	Calcium signaling pathway	CAMK2A	CALML3	CALML3||CAMK2A
kegg	mmu:04020	Calcium signaling pathway	CAMK2A	CALML4	CALML4||CAMK2A
kegg	mmu:04020	Calcium signaling pathway	CAMK2A	CALM4	CALM4||CAMK2A
kegg	mmu:04020	Calcium signaling pathway	CAMK2B	CALM1	CALM1||CAMK2B
kegg	mmu:04020	Calcium signaling pathway	CAMK2B	CALM2	CALM2||CAMK2B
kegg	mmu:04020	Calcium signaling pathway	CAMK2B	CALM3	CALM3||CAMK2B
kegg	mmu:04020	Calcium signaling pathway	CAMK2B	CALM5	CALM5||CAMK2B
kegg	mmu:04020	Calcium signaling pathway	CAMK2B	CALML3	CALML3||CAMK2B
kegg	mmu:04020	Calcium signaling pathway	CAMK2B	CALML4	CALML4||CAMK2B
kegg	mmu:04020	Calcium signaling pathway	CAMK2B	CALM4	CALM4||CAMK2B
kegg	mmu:04020	Calcium signaling pathway	CAMK2G	CALM1	CALM1||CAMK2G
kegg	mmu:04020	Calcium signaling pathway	CAMK2G	CALM2	CALM2||CAMK2G
kegg	mmu:04020	Calcium signaling pathway	CAMK2G	CALM3	CALM3||CAMK2G
kegg	mmu:04020	Calcium signaling pathway	CAMK2G	CALM5	CALM5||CAMK2G
kegg	mmu:04020	Calcium signaling pathway	CAMK2G	CALML3	CALML3||CAMK2G
kegg	mmu:04020	Calcium signaling pathway	CAMK2G	CALML4	CALML4||CAMK2G
kegg	mmu:04020	Calcium signaling pathway	CAMK2G	CALM4	CALM4||CAMK2G
kegg	mmu:04020	Calcium signaling pathway	CAMK4	CALM1	CALM1||CAMK4
kegg	mmu:04020	Calcium signaling pathway	CAMK4	CALM2	CALM2||CAMK4
kegg	mmu:04020	Calcium signaling pathway	CAMK4	CALM3	CALM3||CAMK4
kegg	mmu:04020	Calcium signaling pathway	CAMK4	CALM5	CALM5||CAMK4
kegg	mmu:04020	Calcium signaling pathway	CAMK4	CALML3	CALML3||CAMK4
kegg	mmu:04020	Calcium signaling pathway	CAMK4	CALML4	CALML4||CAMK4
kegg	mmu:04020	Calcium signaling pathway	CAMK4	CALM4	CALM4||CAMK4
kegg	mmu:04020	Calcium signaling pathway	CASQ1	RYR1	CASQ1||RYR1
kegg	mmu:04020	Calcium signaling pathway	CASQ1	RYR2	CASQ1||RYR2
kegg	mmu:04020	Calcium signaling pathway	CASQ1	RYR3	CASQ1||RYR3
kegg	mmu:04020	Calcium signaling pathway	CASQ1	ASPH	ASPH||CASQ1
kegg	mmu:04020	Calcium signaling pathway	CASQ1	TRDN	CASQ1||TRDN
kegg	mmu:04020	Calcium signaling pathway	CASQ2	RYR1	CASQ2||RYR1
kegg	mmu:04020	Calcium signaling pathway	CASQ2	RYR2	CASQ2||RYR2
kegg	mmu:04020	Calcium signaling pathway	CASQ2	RYR3	CASQ2||RYR3
kegg	mmu:04020	Calcium signaling pathway	CASQ2	ASPH	ASPH||CASQ2
kegg	mmu:04020	Calcium signaling pathway	CASQ2	TRDN	CASQ2||TRDN
kegg	mmu:04020	Calcium signaling pathway	CCKAR	GNA11	CCKAR||GNA11
kegg	mmu:04020	Calcium signaling pathway	CCKAR	GNA14	CCKAR||GNA14
kegg	mmu:04020	Calcium signaling pathway	CCKAR	GNA15	CCKAR||GNA15
kegg	mmu:04020	Calcium signaling pathway	CCKAR	GNAQ	CCKAR||GNAQ
kegg	mmu:04020	Calcium signaling pathway	CCKBR	GNA11	CCKBR||GNA11
kegg	mmu:04020	Calcium signaling pathway	CCKBR	GNA14	CCKBR||GNA14
kegg	mmu:04020	Calcium signaling pathway	CCKBR	GNA15	CCKBR||GNA15
kegg	mmu:04020	Calcium signaling pathway	CCKBR	GNAQ	CCKBR||GNAQ
kegg	mmu:04020	Calcium signaling pathway	CHRM1	GNA11	CHRM1||GNA11
kegg	mmu:04020	Calcium signaling pathway	CHRM1	GNA14	CHRM1||GNA14
kegg	mmu:04020	Calcium signaling pathway	CHRM1	GNA15	CHRM1||GNA15
kegg	mmu:04020	Calcium signaling pathway	CHRM1	GNAL	CHRM1||GNAL
kegg	mmu:04020	Calcium signaling pathway	CHRM1	GNAQ	CHRM1||GNAQ
kegg	mmu:04020	Calcium signaling pathway	CHRM1	GNAS	CHRM1||GNAS
kegg	mmu:04020	Calcium signaling pathway	CHRM3	GNA11	CHRM3||GNA11
kegg	mmu:04020	Calcium signaling pathway	CHRM3	GNA14	CHRM3||GNA14
kegg	mmu:04020	Calcium signaling pathway	CHRM3	GNA15	CHRM3||GNA15
kegg	mmu:04020	Calcium signaling pathway	CHRM3	GNAL	CHRM3||GNAL
kegg	mmu:04020	Calcium signaling pathway	CHRM3	GNAQ	CHRM3||GNAQ
kegg	mmu:04020	Calcium signaling pathway	CHRM3	GNAS	CHRM3||GNAS
kegg	mmu:04020	Calcium signaling pathway	CXCR4	GNA11	CXCR4||GNA11
kegg	mmu:04020	Calcium signaling pathway	CXCR4	GNA14	CXCR4||GNA14
kegg	mmu:04020	Calcium signaling pathway	CXCR4	GNA15	CXCR4||GNA15
kegg	mmu:04020	Calcium signaling pathway	CXCR4	GNAQ	CXCR4||GNAQ
kegg	mmu:04020	Calcium signaling pathway	DRD1	GNAL	DRD1||GNAL
kegg	mmu:04020	Calcium signaling pathway	DRD1	GNAS	DRD1||GNAS
kegg	mmu:04020	Calcium signaling pathway	DRD5	GNAL	DRD5||GNAL
kegg	mmu:04020	Calcium signaling pathway	DRD5	GNAS	DRD5||GNAS
kegg	mmu:04020	Calcium signaling pathway	EDNRA	GNA11	EDNRA||GNA11
kegg	mmu:04020	Calcium signaling pathway	EDNRA	GNA14	EDNRA||GNA14
kegg	mmu:04020	Calcium signaling pathway	EDNRA	GNA15	EDNRA||GNA15
kegg	mmu:04020	Calcium signaling pathway	EDNRA	GNAQ	EDNRA||GNAQ
kegg	mmu:04020	Calcium signaling pathway	EDNRB	GNA11	EDNRB||GNA11
kegg	mmu:04020	Calcium signaling pathway	EDNRB	GNA14	EDNRB||GNA14
kegg	mmu:04020	Calcium signaling pathway	EDNRB	GNA15	EDNRB||GNA15
kegg	mmu:04020	Calcium signaling pathway	EDNRB	GNAQ	EDNRB||GNAQ
kegg	mmu:04020	Calcium signaling pathway	EGF	EGFR	EGF||EGFR
kegg	mmu:04020	Calcium signaling pathway	EGF	ERBB2	EGF||ERBB2
kegg	mmu:04020	Calcium signaling pathway	EGF	ERBB3	EGF||ERBB3
kegg	mmu:04020	Calcium signaling pathway	EGF	ERBB4	EGF||ERBB4
kegg	mmu:04020	Calcium signaling pathway	EGF	FGFR1	EGF||FGFR1
kegg	mmu:04020	Calcium signaling pathway	EGF	FGFR2	EGF||FGFR2
kegg	mmu:04020	Calcium signaling pathway	EGF	FGFR3	EGF||FGFR3
kegg	mmu:04020	Calcium signaling pathway	EGF	FGFR4	EGF||FGFR4
kegg	mmu:04020	Calcium signaling pathway	EGF	FLT1	EGF||FLT1
kegg	mmu:04020	Calcium signaling pathway	EGF	FLT4	EGF||FLT4
kegg	mmu:04020	Calcium signaling pathway	EGF	KDR	EGF||KDR
kegg	mmu:04020	Calcium signaling pathway	EGF	MET	EGF||MET
kegg	mmu:04020	Calcium signaling pathway	EGF	NTRK1	EGF||NTRK1
kegg	mmu:04020	Calcium signaling pathway	EGF	NTRK2	EGF||NTRK2
kegg	mmu:04020	Calcium signaling pathway	EGF	NTRK3	EGF||NTRK3
kegg	mmu:04020	Calcium signaling pathway	EGF	PDGFRA	EGF||PDGFRA
kegg	mmu:04020	Calcium signaling pathway	EGF	PDGFRB	EGF||PDGFRB
kegg	mmu:04020	Calcium signaling pathway	EGF	RET	EGF||RET
kegg	mmu:04020	Calcium signaling pathway	EGF	MST1R	EGF||MST1R
kegg	mmu:04020	Calcium signaling pathway	EGFR	PLCG1	EGFR||PLCG1
kegg	mmu:04020	Calcium signaling pathway	EGFR	PLCG2	EGFR||PLCG2
kegg	mmu:04020	Calcium signaling pathway	ERBB2	PLCG1	ERBB2||PLCG1
kegg	mmu:04020	Calcium signaling pathway	ERBB2	PLCG2	ERBB2||PLCG2
kegg	mmu:04020	Calcium signaling pathway	ERBB3	PLCG1	ERBB3||PLCG1
kegg	mmu:04020	Calcium signaling pathway	ERBB3	PLCG2	ERBB3||PLCG2
kegg	mmu:04020	Calcium signaling pathway	ERBB4	PLCG1	ERBB4||PLCG1
kegg	mmu:04020	Calcium signaling pathway	ERBB4	PLCG2	ERBB4||PLCG2
kegg	mmu:04020	Calcium signaling pathway	F2R	GNA11	F2R||GNA11
kegg	mmu:04020	Calcium signaling pathway	F2R	GNA14	F2R||GNA14
kegg	mmu:04020	Calcium signaling pathway	F2R	GNA15	F2R||GNA15
kegg	mmu:04020	Calcium signaling pathway	F2R	GNAQ	F2R||GNAQ
kegg	mmu:04020	Calcium signaling pathway	FGF1	EGFR	EGFR||FGF1
kegg	mmu:04020	Calcium signaling pathway	FGF1	ERBB2	ERBB2||FGF1
kegg	mmu:04020	Calcium signaling pathway	FGF1	ERBB3	ERBB3||FGF1
kegg	mmu:04020	Calcium signaling pathway	FGF1	ERBB4	ERBB4||FGF1
kegg	mmu:04020	Calcium signaling pathway	FGF1	FGFR1	FGF1||FGFR1
kegg	mmu:04020	Calcium signaling pathway	FGF1	FGFR2	FGF1||FGFR2
kegg	mmu:04020	Calcium signaling pathway	FGF1	FGFR3	FGF1||FGFR3
kegg	mmu:04020	Calcium signaling pathway	FGF1	FGFR4	FGF1||FGFR4
kegg	mmu:04020	Calcium signaling pathway	FGF1	FLT1	FGF1||FLT1
kegg	mmu:04020	Calcium signaling pathway	FGF1	FLT4	FGF1||FLT4
kegg	mmu:04020	Calcium signaling pathway	FGF1	KDR	FGF1||KDR
kegg	mmu:04020	Calcium signaling pathway	FGF1	MET	FGF1||MET
kegg	mmu:04020	Calcium signaling pathway	FGF1	NTRK1	FGF1||NTRK1
kegg	mmu:04020	Calcium signaling pathway	FGF1	NTRK2	FGF1||NTRK2
kegg	mmu:04020	Calcium signaling pathway	FGF1	NTRK3	FGF1||NTRK3
kegg	mmu:04020	Calcium signaling pathway	FGF1	PDGFRA	FGF1||PDGFRA
kegg	mmu:04020	Calcium signaling pathway	FGF1	PDGFRB	FGF1||PDGFRB
kegg	mmu:04020	Calcium signaling pathway	FGF1	RET	FGF1||RET
kegg	mmu:04020	Calcium signaling pathway	FGF1	MST1R	FGF1||MST1R
kegg	mmu:04020	Calcium signaling pathway	FGF10	EGFR	EGFR||FGF10
kegg	mmu:04020	Calcium signaling pathway	FGF10	ERBB2	ERBB2||FGF10
kegg	mmu:04020	Calcium signaling pathway	FGF10	ERBB3	ERBB3||FGF10
kegg	mmu:04020	Calcium signaling pathway	FGF10	ERBB4	ERBB4||FGF10
kegg	mmu:04020	Calcium signaling pathway	FGF10	FGFR1	FGF10||FGFR1
kegg	mmu:04020	Calcium signaling pathway	FGF10	FGFR2	FGF10||FGFR2
kegg	mmu:04020	Calcium signaling pathway	FGF10	FGFR3	FGF10||FGFR3
kegg	mmu:04020	Calcium signaling pathway	FGF10	FGFR4	FGF10||FGFR4
kegg	mmu:04020	Calcium signaling pathway	FGF10	FLT1	FGF10||FLT1
kegg	mmu:04020	Calcium signaling pathway	FGF10	FLT4	FGF10||FLT4
kegg	mmu:04020	Calcium signaling pathway	FGF10	KDR	FGF10||KDR
kegg	mmu:04020	Calcium signaling pathway	FGF10	MET	FGF10||MET
kegg	mmu:04020	Calcium signaling pathway	FGF10	NTRK1	FGF10||NTRK1
kegg	mmu:04020	Calcium signaling pathway	FGF10	NTRK2	FGF10||NTRK2
kegg	mmu:04020	Calcium signaling pathway	FGF10	NTRK3	FGF10||NTRK3
kegg	mmu:04020	Calcium signaling pathway	FGF10	PDGFRA	FGF10||PDGFRA
kegg	mmu:04020	Calcium signaling pathway	FGF10	PDGFRB	FGF10||PDGFRB
kegg	mmu:04020	Calcium signaling pathway	FGF10	RET	FGF10||RET
kegg	mmu:04020	Calcium signaling pathway	FGF10	MST1R	FGF10||MST1R
kegg	mmu:04020	Calcium signaling pathway	FGF15	EGFR	EGFR||FGF15
kegg	mmu:04020	Calcium signaling pathway	FGF15	ERBB2	ERBB2||FGF15
kegg	mmu:04020	Calcium signaling pathway	FGF15	ERBB3	ERBB3||FGF15
kegg	mmu:04020	Calcium signaling pathway	FGF15	ERBB4	ERBB4||FGF15
kegg	mmu:04020	Calcium signaling pathway	FGF15	FGFR1	FGF15||FGFR1
kegg	mmu:04020	Calcium signaling pathway	FGF15	FGFR2	FGF15||FGFR2
kegg	mmu:04020	Calcium signaling pathway	FGF15	FGFR3	FGF15||FGFR3
kegg	mmu:04020	Calcium signaling pathway	FGF15	FGFR4	FGF15||FGFR4
kegg	mmu:04020	Calcium signaling pathway	FGF15	FLT1	FGF15||FLT1
kegg	mmu:04020	Calcium signaling pathway	FGF15	FLT4	FGF15||FLT4
kegg	mmu:04020	Calcium signaling pathway	FGF15	KDR	FGF15||KDR
kegg	mmu:04020	Calcium signaling pathway	FGF15	MET	FGF15||MET
kegg	mmu:04020	Calcium signaling pathway	FGF15	NTRK1	FGF15||NTRK1
kegg	mmu:04020	Calcium signaling pathway	FGF15	NTRK2	FGF15||NTRK2
kegg	mmu:04020	Calcium signaling pathway	FGF15	NTRK3	FGF15||NTRK3
kegg	mmu:04020	Calcium signaling pathway	FGF15	PDGFRA	FGF15||PDGFRA
kegg	mmu:04020	Calcium signaling pathway	FGF15	PDGFRB	FGF15||PDGFRB
kegg	mmu:04020	Calcium signaling pathway	FGF15	RET	FGF15||RET
kegg	mmu:04020	Calcium signaling pathway	FGF15	MST1R	FGF15||MST1R
kegg	mmu:04020	Calcium signaling pathway	FGF17	EGFR	EGFR||FGF17
kegg	mmu:04020	Calcium signaling pathway	FGF17	ERBB2	ERBB2||FGF17
kegg	mmu:04020	Calcium signaling pathway	FGF17	ERBB3	ERBB3||FGF17
kegg	mmu:04020	Calcium signaling pathway	FGF17	ERBB4	ERBB4||FGF17
kegg	mmu:04020	Calcium signaling pathway	FGF17	FGFR1	FGF17||FGFR1
kegg	mmu:04020	Calcium signaling pathway	FGF17	FGFR2	FGF17||FGFR2
kegg	mmu:04020	Calcium signaling pathway	FGF17	FGFR3	FGF17||FGFR3
kegg	mmu:04020	Calcium signaling pathway	FGF17	FGFR4	FGF17||FGFR4
kegg	mmu:04020	Calcium signaling pathway	FGF17	FLT1	FGF17||FLT1
kegg	mmu:04020	Calcium signaling pathway	FGF17	FLT4	FGF17||FLT4
kegg	mmu:04020	Calcium signaling pathway	FGF17	KDR	FGF17||KDR
kegg	mmu:04020	Calcium signaling pathway	FGF17	MET	FGF17||MET
kegg	mmu:04020	Calcium signaling pathway	FGF17	NTRK1	FGF17||NTRK1
kegg	mmu:04020	Calcium signaling pathway	FGF17	NTRK2	FGF17||NTRK2
kegg	mmu:04020	Calcium signaling pathway	FGF17	NTRK3	FGF17||NTRK3
kegg	mmu:04020	Calcium signaling pathway	FGF17	PDGFRA	FGF17||PDGFRA
kegg	mmu:04020	Calcium signaling pathway	FGF17	PDGFRB	FGF17||PDGFRB
kegg	mmu:04020	Calcium signaling pathway	FGF17	RET	FGF17||RET
kegg	mmu:04020	Calcium signaling pathway	FGF17	MST1R	FGF17||MST1R
kegg	mmu:04020	Calcium signaling pathway	FGF18	EGFR	EGFR||FGF18
kegg	mmu:04020	Calcium signaling pathway	FGF18	ERBB2	ERBB2||FGF18
kegg	mmu:04020	Calcium signaling pathway	FGF18	ERBB3	ERBB3||FGF18
kegg	mmu:04020	Calcium signaling pathway	FGF18	ERBB4	ERBB4||FGF18
