"symbol","prot_logfc","prot_padj","gex_logfc","gex_padj","int_pval"
"Smad2",-0.110635305569964,0.0678056467244031,0.0778229091024035,0.0463416935588792,0.00459760572771456
"Rras2",0.136189208574841,0.0153126279514853,0.251604041068632,1.22591844433086e-06,0.000234476574780609
"Rhog",0.135219023170343,0.0232996047748715,0.379989421264198,6.84745171162549e-06,0.000542871582665215
"Atg16l1",-0.00887406499996857,0.911659022406069,-0.0555100574299392,0.0196815042537741,0.831122173134389
"Gnb2",0.0812532065208416,0.0406228499946959,0.104691160230594,0.00415774098587694,0.00165021594169156
"Cdk4",0.0705426531495341,0.110106248215134,0.133468148429281,0.000150637003346952,0.0121233858960127
"Csnk1d",0.142370312320885,0.027071580089017,0.138030842607672,2.65395049539217e-05,0.000732870448516061
"Ppp3cc",-0.151773313612679,0.0282142403180507,-0.0575487250435704,0.0575486105387419,0.00331184257493979
"Fkbp1a",0.0880808436631533,0.140948078390333,0.178555579410286,3.42918255211251e-06,0.0198663608019275
"Map3k7",0.0917075839985984,0.156539626758416,0.0489508340377586,0.0842415650309128,0.0245046547456642
"Smurf2",0.12017810801439,0.225302858433775,0.105624833176373,0.0438727643003001,0.0507613780184297
"Rac1",0.0883832347698359,0.454401087597846,0.0547899407264811,0.0763759165650674,0.206480348410105
"Fkbp4",-0.217724640114405,1.77538119243241e-05,-0.335604155969632,1.91602989278881e-09,3.15197837844273e-10
"Actb",0.128079144050083,0.143216839473162,0.466519287995637,9.55342097861461e-07,0.0205110631086815
"Myh9",0.137546480270156,0.0690654969561363,0.365275773847976,1.8393625482879e-08,0.00477004286979807
"Pknox1",-0.0895444112760693,0.0467041809071872,0.139407776363814,0.158166966074012,0.0250167891570577
"Ctnnb1",0.17958496368006,0.00302866393871797,0.119515659597795,3.66386231255043e-08,9.17280525369065e-06
"Abl1",0.402790826129213,0.00436778426660116,0.0527387967642886,0.116560091584763,0.0135862549502483
"Hras",-0.14753006637233,0.000692747721574686,0.0626961969436643,0.0624615571935088,0.00390144612703797
"Prdx5",-0.206854078865245,0.000310838377636972,-0.166079870813852,6.54610533608018e-06,9.66204970119848e-08
"Bin1",0.313423596194781,0.00109124298849475,0.455625469315308,2.20222705952512e-07,1.19081125993895e-06
"Mapk1",0.0528485110102075,0.228321245727796,-0.0787354088594378,0.00735583779925646,0.0521305912506926
